epoch,train_loss,train_acc,val_loss,val_acc,test_acc
1,1.9492884874343872,0.13571429252624512,1.9487849473953247,0.1720000058412552,0.1720000058412552
2,1.9463762044906616,0.26428571343421936,1.9442425966262817,0.16599999368190765,0.15399999916553497
3,1.9426243305206299,0.20714285969734192,1.9402360916137695,0.19599999487400055,0.18199999630451202
4,1.937587022781372,0.3142857253551483,1.9378066062927246,0.14399999380111694,0.18000000715255737
5,1.9296519756317139,0.25,1.9317262172698975,0.164000004529953,0.2160000056028366
6,1.9164841175079346,0.2857142984867096,1.9206570386886597,0.1860000044107437,0.22200000286102295
7,1.8952518701553345,0.3285714387893677,1.9007397890090942,0.24799999594688416,0.2980000078678131
8,1.8628406524658203,0.44999998807907104,1.8701783418655396,0.37599998712539673,0.43700000643730164
9,1.8147889375686646,0.5714285969734192,1.827209711074829,0.5080000162124634,0.5299999713897705
10,1.7460702657699585,0.7428571581840515,1.7710535526275635,0.5559999942779541,0.5860000252723694
11,1.6521961688995361,0.8071428537368774,1.6938167810440063,0.6000000238418579,0.6240000128746033
12,1.5299800634384155,0.8428571224212646,1.5955572128295898,0.6340000033378601,0.6460000276565552
13,1.3796045780181885,0.8642857074737549,1.477906584739685,0.6460000276565552,0.652999997138977
14,1.2075417041778564,0.8642857074737549,1.3525745868682861,0.6520000100135803,0.656000018119812
15,1.0264827013015747,0.8785714507102966,1.2279977798461914,0.6620000004768372,0.6629999876022339
16,0.852877676486969,0.8571428656578064,1.1056187152862549,0.671999990940094,0.6700000166893005
17,0.7005481719970703,0.8785714507102966,1.0339387655258179,0.6579999923706055,0.6779999732971191
18,0.5724517107009888,0.8785714507102966,0.9490893483161926,0.7039999961853027,0.7110000252723694
19,0.45909854769706726,0.9071428775787354,0.89564049243927,0.7300000190734863,0.7310000061988831
20,0.36311784386634827,0.9428571462631226,0.9023255109786987,0.7020000219345093,0.7170000076293945
21,0.2851765751838684,0.949999988079071,0.8816270232200623,0.7360000014305115,0.7390000224113464
22,0.2150217890739441,0.9642857313156128,0.9017230272293091,0.7260000109672546,0.7400000095367432
23,0.15694187581539154,0.9714285731315613,0.9642439484596252,0.7160000205039978,0.734000027179718
24,0.11614867299795151,0.9785714149475098,0.9986207485198975,0.7260000109672546,0.7459999918937683
25,0.0832347646355629,0.9857142567634583,1.0623053312301636,0.7260000109672546,0.7450000047683716
26,0.05852062255144119,1.0,1.1678979396820068,0.7139999866485596,0.7289999723434448
27,0.042735833674669266,0.9928571581840515,1.2199227809906006,0.7260000109672546,0.7419999837875366
28,0.030082743614912033,1.0,1.2859978675842285,0.722000002861023,0.7480000257492065
29,0.02334105595946312,1.0,1.389798641204834,0.7160000205039978,0.7350000143051147
30,0.016931898891925812,1.0,1.4777716398239136,0.7139999866485596,0.7210000157356262
31,0.013255341909825802,1.0,1.5164475440979004,0.7120000123977661,0.7269999980926514
32,0.009934158995747566,1.0,1.558289885520935,0.7179999947547913,0.7400000095367432
33,0.008514723740518093,1.0,1.620832085609436,0.7200000286102295,0.7360000014305115
34,0.007169660646468401,1.0,1.6948235034942627,0.7099999785423279,0.7279999852180481
35,0.006276416592299938,1.0,1.7489748001098633,0.7059999704360962,0.7289999723434448
36,0.005765954032540321,1.0,1.7617918252944946,0.7020000219345093,0.7329999804496765
37,0.005006859544664621,1.0,1.756124496459961,0.7039999961853027,0.7390000224113464
38,0.0045633637346327305,1.0,1.7559237480163574,0.7059999704360962,0.7400000095367432
39,0.0043554119765758514,1.0,1.7667686939239502,0.7059999704360962,0.7419999837875366
40,0.0040567293763160706,1.0,1.7826762199401855,0.699999988079071,0.7369999885559082
41,0.004008426796644926,1.0,1.7841706275939941,0.6959999799728394,0.7379999756813049
42,0.00413712440058589,1.0,1.7619924545288086,0.7020000219345093,0.7400000095367432
43,0.004275111481547356,1.0,1.7334948778152466,0.6959999799728394,0.7440000176429749
44,0.004677604418247938,1.0,1.7181917428970337,0.699999988079071,0.7409999966621399
45,0.005046996288001537,1.0,1.7207483053207397,0.6959999799728394,0.7390000224113464
46,0.00524768466129899,1.0,1.7179311513900757,0.6959999799728394,0.7350000143051147
47,0.005717648193240166,1.0,1.6880933046340942,0.6940000057220459,0.7329999804496765
48,0.006252265069633722,1.0,1.662057876586914,0.699999988079071,0.734000027179718
49,0.006989657878875732,1.0,1.6607316732406616,0.7020000219345093,0.734000027179718
50,0.007744118105620146,1.0,1.6380596160888672,0.6980000138282776,0.7279999852180481
51,0.008360793814063072,1.0,1.6265535354614258,0.6980000138282776,0.7279999852180481
52,0.008766371756792068,1.0,1.5922070741653442,0.7020000219345093,0.7260000109672546
53,0.009217027574777603,1.0,1.5880099534988403,0.6959999799728394,0.7260000109672546
54,0.00963129848241806,1.0,1.5606988668441772,0.6959999799728394,0.7279999852180481
55,0.009945053607225418,1.0,1.5409326553344727,0.699999988079071,0.7250000238418579
56,0.010226808488368988,1.0,1.5345098972320557,0.6919999718666077,0.7229999899864197
57,0.010436629876494408,1.0,1.5122648477554321,0.699999988079071,0.7210000157356262
58,0.010586364194750786,1.0,1.5070364475250244,0.6899999976158142,0.7179999947547913
59,0.01073906384408474,1.0,1.4942331314086914,0.6919999718666077,0.7149999737739563
60,0.010901127010583878,1.0,1.4963743686676025,0.6880000233650208,0.7149999737739563
61,0.011111907660961151,1.0,1.4620357751846313,0.6840000152587891,0.7300000190734863
62,0.01192176342010498,1.0,1.6130207777023315,0.6639999747276306,0.6830000281333923
63,0.017988065257668495,1.0,1.7911611795425415,0.6520000100135803,0.6809999942779541
64,0.16184917092323303,0.9357143044471741,4.137818813323975,0.3440000116825104,0.35199999809265137
65,1.206993579864502,0.6142857074737549,1.6178721189498901,0.7080000042915344,0.7170000076293945
